"ASASPJST";"L 9376 UR"
"ASASPJST";"L 9399 US"
"ASASPJST";"L 9526 UQ"
"ASASPJST";"L 9663 UQ"
"ASASPJST";"L 9841 US"
"ASASPJST";"L 9987 US"
"ASASPJST";"L 9986 US"
"ASASPJST";"L 9398 UT"
"ASASPJST";"L 9351 UT"
"ASASPJST";"L 9989 US"
"ASASPJST";"L 9199 US"
"ASASPJST";"L 9030 UT"
"ASAHSST";"L 9770 UP"
"ASAHSST";"L 8068 UP"
"ASAHSST";"L 9371 UP"
"ASAHSST";"L 8976 UF"
"ASAHSST";"L 9701 UP"
"ASAHSST";"L 9675 UP"
"ASAHSST";"L 8025 UA"
"ASAHSST";"L 8060 UA"
"ASAHSST";"L 8058 UA"
"ASAHSST";"L 9689 UP"
"ASAHSST";"L 9370 UP"
"ASAHSST";"L 9699 UP"
"ASAHSST";"L 8071 UP"
"ASAHSST";"L 8103 UA"
"ASAHSST";"L 9815 UM"
"ASAHSST";"L 9331 UP"
"ASAHSST";"L 9923 UP"
"ASAHSST";"L 8683 UM"
"ASAHSST";"L 9334 UP"
"ASAHSST";"L 9332 UP"
"ASAHSST";"L 8088 UA"
"ASAHSST";"L 9987 UP"
"ASAHSST";"L 8684 UM"
"ASAHSST";"L 8074 UP"
"ASAHSST";"L 8069 UP"
"ASAHSST";"L 9653 UP"
"ASAHSST";"L 9769 UP"
"ASAHSST";"L 9657 UP"
"ASAHSST";"L 8072 UP"
"ASAHSST";"L 9813 UM"
"ASAHSST";"L 8472 UO"
"ASAHSST";"L 8473 UO"
"ASAHSST";"L 8474 UO"
"ASAHSST";"L 8427 UO"
"ASAHSST";"L 8428 UO"
"ASAHSST";"L 8879 UC"
"ASAHSST";"L 8089 UB"
"ASAHSST";"L 8269 UC"
"ASAHSST";"L 8875 UC"
"ASAHSST";"L 8141 UT"
"ASAHSST";"L 9160 UO"
"ASAHSST";"L 8941 UO"
"ASAHSST";"L 9290 UO"
"ASAHSST";"L 8567 UO"
"ASAHSST";"L 9357 UA"
"ASAHSST";"L 9867 UP"
"ASAHSST";"L 9768 UP"
"ASAAST";"L 8051 UM"
"ASAAST";"L 8329 UZ"
"ASAAST";"L 8421 UZ"
"ASAAST";"L 9211 UR"
"ASAAST";"L 9529 UR"
"ASAHSST";"L 9775 UE"
"ASAHSST";"L 8020 UB"
"ASAHSST";"L 9761 UE"
"ASAHSST";"L 9766 UE"
"ASASPJST";"L 8826 UO"
"ASAHSST";"L 9761 UE"
"ASAHSST";"L 9766 UE"
"ASAHSST";"L 8890 UC"
"ASAHSST";"A 9921 BB"
